,percent_coverage,timestamp
0,0.8484848484848485,2018-11-25 20:41:32.127587
1,0.8282828282828283,2018-11-25 20:48:06.033157
2,0.797979797979798,2018-11-25 20:49:55.061732
3,0.7575757575757576,2018-11-25 20:50:01.759380
4,0.7575757575757576,2018-11-25 20:50:37.127587
5,0.7575757575757576,2018-11-25 20:51:40.759380
6,0.7575757575757576,2018-11-25 20:59:23.061732
7,0.7575757575757576,2018-11-25 20:52:21.033157
8,0.5252525252525253,2018-11-25 21:03:18.795662
9,0.43434343434343436,2018-11-25 21:03:56.677403
10,0.43434343434343436,2018-11-25 21:11:29.677403
11,0.43434343434343436,2018-11-25 21:17:44.033157
12,0.43434343434343436,2018-11-25 21:12:58.127587
13,0.43434343434343436,2018-11-25 21:18:33.677403
14,0.36363636363636365,2018-11-25 21:22:57.483154
15,0.36363636363636365,2018-11-25 21:23:39.795662
16,0.36363636363636365,2018-11-25 21:13:24.061732
17,0.36363636363636365,2018-11-25 21:24:14.759380
18,0.36363636363636365,2018-11-25 21:35:53.033157
19,0.36363636363636365,2018-11-25 21:28:14.127587
20,0.3333333333333333,2018-11-25 21:39:34.496639
21,0.23232323232323232,2018-11-25 21:48:46.080648
22,0.23232323232323232,2018-11-25 21:50:55.677403
23,0.23232323232323232,2018-11-25 21:31:27.483154
24,0.23232323232323232,2018-11-25 21:48:39.795662
25,0.23232323232323232,2018-11-25 21:30:21.061732
26,0.13131313131313133,2018-11-25 21:52:42.177108
27,0.020202020202020204,2018-11-25 22:02:01.788284
28,0.020202020202020204,2018-11-25 22:04:16.759380
29,0.020202020202020204,2018-11-25 21:53:46.483154
30,0.29292929292929293,2018-11-25 22:01:20.127587
31,0.29292929292929293,2018-11-25 21:48:27.496639
32,0.29292929292929293,2018-11-25 21:58:29.177108
33,0.45454545454545453,2018-11-25 22:21:47.677403
34,0.48484848484848486,2018-11-25 22:22:49.033157
35,0.48484848484848486,2018-11-25 22:17:43.795662
36,0.494949494949495,2018-11-25 22:02:55.061732
37,0.494949494949495,2018-11-25 22:02:23.080648
38,0.494949494949495,2018-11-25 22:15:26.788284
39,0.46464646464646464,2018-11-25 22:26:26.704442
40,0.5353535353535354,2018-11-25 22:27:02.759380
41,0.5353535353535354,2018-11-25 22:25:15.483154
42,0.5252525252525253,2018-11-25 22:30:23.118890
43,0.36363636363636365,2018-11-25 22:31:29.266673
44,0.36363636363636365,2018-11-25 22:32:19.496639
45,0.36363636363636365,2018-11-25 22:27:12.177108
46,0.5555555555555556,2018-11-25 22:40:04.795662
47,0.5555555555555556,2018-11-25 22:27:46.080648
48,0.5555555555555556,2018-11-25 22:46:15.788284
49,0.5555555555555556,2018-11-25 22:30:41.704442
50,0.5959595959595959,2018-11-25 22:41:50.483154
51,0.5959595959595959,2018-11-25 22:39:51.118890
52,0.5959595959595959,2018-11-25 22:39:10.266673
53,0.5959595959595959,2018-11-25 22:53:27.704442
54,0.5959595959595959,2018-11-25 22:55:55.177108
55,0.5959595959595959,2018-11-25 22:45:55.080648
56,0.5959595959595959,2018-11-25 23:12:07.704442
57,0.41414141414141414,2018-11-25 23:17:04.722341
58,0.41414141414141414,2018-11-25 23:22:44.496639
59,0.41414141414141414,2018-11-25 23:04:51.118890
60,0.41414141414141414,2018-11-25 23:07:34.266673
61,0.41414141414141414,2018-11-25 23:26:09.722341
62,0.41414141414141414,2018-11-25 23:30:28.266673
63,0.47474747474747475,2018-11-25 23:32:51.080648
64,0.5656565656565656,2018-11-25 23:34:06.177108
65,0.5656565656565656,2018-11-25 23:30:07.788284
66,0.5959595959595959,2018-11-25 23:45:30.496639
67,0.5959595959595959,2018-11-25 23:53:40.118890
68,0.6161616161616161,2018-11-25 23:44:41.704442
69,0.5959595959595959,2018-11-25 23:55:10.743160
70,0.5959595959595959,2018-11-25 23:56:58.722341
71,0.36363636363636365,2018-11-25 23:59:20.978770
72,0.36363636363636365,2018-11-25 23:59:25.743160
73,0.32323232323232326,2018-11-26 00:15:49.766058
74,0.43434343434343436,2018-11-26 00:17:03.788284
75,0.43434343434343436,2018-11-26 00:04:53.978770
76,0.5252525252525253,2018-11-26 00:03:02.266673
77,0.48484848484848486,2018-11-26 00:24:24.259358
78,0.48484848484848486,2018-11-26 00:30:48.722341
79,0.48484848484848486,2018-11-26 00:15:40.978770
80,0.48484848484848486,2018-11-26 00:16:00.743160
81,0.48484848484848486,2018-11-26 00:26:41.766058
82,0.5151515151515151,2018-11-26 00:16:26.118890
83,0.5151515151515151,2018-11-26 00:30:11.259358
84,0.3939393939393939,2018-11-26 00:40:10.444221
85,0.3939393939393939,2018-11-26 00:42:33.766058
86,0.3939393939393939,2018-11-26 00:34:26.978770
87,0.3939393939393939,2018-11-26 00:49:03.444221
88,0.32323232323232326,2018-11-26 00:54:23.201280
89,0.5151515151515151,2018-11-26 00:55:48.722341
90,0.5151515151515151,2018-11-26 00:58:54.259358
91,0.5151515151515151,2018-11-26 00:49:25.743160
92,0.5151515151515151,2018-11-26 01:12:05.766058
93,0.7070707070707071,2018-11-26 01:12:37.978770
94,0.5757575757575758,2018-11-26 01:20:09.699248
95,0.6060606060606061,2018-11-26 01:20:26.743160
96,0.6060606060606061,2018-11-26 01:12:59.201280
97,0.6060606060606061,2018-11-26 01:23:41.259358
98,0.5858585858585859,2018-11-26 01:28:50.891185
99,0.5858585858585859,2018-11-26 01:35:59.444221
100,0.6767676767676768,2018-11-26 01:34:51.766058
101,0.6767676767676768,2018-11-26 01:29:14.699248
102,0.6464646464646465,2018-11-26 01:39:12.228847
103,0.5555555555555556,2018-11-26 01:54:39.555998
104,0.5555555555555556,2018-11-26 01:59:55.201280
105,0.6464646464646465,2018-11-26 01:56:15.259358
106,0.6464646464646465,2018-11-26 01:34:00.891185
107,0.5555555555555556,2018-11-26 02:02:26.755399
108,0.5555555555555556,2018-11-26 02:22:55.444221
109,0.5555555555555556,2018-11-26 02:00:03.699248
110,0.5555555555555556,2018-11-26 01:43:27.228847
111,0.5555555555555556,2018-11-26 01:56:35.228847
112,0.5252525252525253,2018-11-26 02:25:13.913633
113,0.5252525252525253,2018-11-26 02:31:19.201280
114,0.5252525252525253,2018-11-26 02:08:16.555998
115,0.5252525252525253,2018-11-26 02:22:18.755399
116,0.5252525252525253,2018-11-26 02:34:41.913633
117,0.48484848484848486,2018-11-26 02:39:59.193401
118,0.5555555555555556,2018-11-26 02:45:13.201280
119,0.5555555555555556,2018-11-26 02:07:06.891185
120,0.5555555555555556,2018-11-26 02:33:21.228847
121,0.5555555555555556,2018-11-26 02:48:42.913633
122,0.48484848484848486,2018-11-26 02:49:24.482672
123,0.48484848484848486,2018-11-26 02:50:28.699248
124,0.48484848484848486,2018-11-26 02:31:02.555998
125,0.48484848484848486,2018-11-26 02:45:04.755399
126,0.48484848484848486,2018-11-26 02:51:03.482672
127,0.48484848484848486,2018-11-26 02:53:14.193401
128,0.48484848484848486,2018-11-26 02:45:16.891185
129,0.20202020202020202,2018-11-26 02:56:28.327211
130,0.020202020202020204,2018-11-26 03:01:05.950828
131,0.050505050505050504,2018-11-26 03:01:45.228847
132,0.020202020202020204,2018-11-26 03:02:59.876456
133,0.1414141414141414,2018-11-26 03:06:47.444221
134,0.1414141414141414,2018-11-26 03:02:43.913633
135,0.020202020202020204,2018-11-26 03:12:45.926744
136,0.29292929292929293,2018-11-26 03:13:14.699248
137,0.29292929292929293,2018-11-26 03:02:54.555998
138,0.29292929292929293,2018-11-26 03:12:44.755399
139,0.29292929292929293,2018-11-26 03:23:37.482672
140,0.29292929292929293,2018-11-26 03:24:03.193401
141,0.3838383838383838,2018-11-26 03:19:13.891185
142,0.3838383838383838,2018-11-26 03:21:35.327211
143,0.3838383838383838,2018-11-26 03:27:08.950828
144,0.3838383838383838,2018-11-26 03:24:27.876456
145,0.3939393939393939,2018-11-26 03:27:43.913633
146,0.3939393939393939,2018-11-26 03:34:43.327211
147,0.494949494949495,2018-11-26 03:33:43.555998
148,0.5959595959595959,2018-11-26 03:37:08.755399
149,0.5959595959595959,2018-11-26 03:30:49.482672
150,0.5959595959595959,2018-11-26 04:00:24.327211
151,0.5959595959595959,2018-11-26 03:44:35.926744
152,0.5959595959595959,2018-11-26 03:52:08.950828
153,0.5959595959595959,2018-11-26 03:48:13.876456
154,0.5959595959595959,2018-11-26 03:59:43.926744
155,0.6363636363636364,2018-11-26 03:52:31.482672
156,0.6363636363636364,2018-11-26 04:10:12.876456
157,0.6363636363636364,2018-11-26 04:01:46.193401
158,0.5656565656565656,2018-11-26 04:11:54.587393
159,0.5656565656565656,2018-11-26 04:21:12.950828
160,0.7474747474747475,2018-11-26 04:14:18.327211
161,0.7474747474747475,2018-11-26 04:25:31.587393
162,0.6060606060606061,2018-11-26 04:33:32.072463
163,0.6363636363636364,2018-11-26 04:35:12.876456
164,0.6767676767676768,2018-11-26 04:19:31.193401
165,0.6767676767676768,2018-11-26 04:36:21.926744
166,0.5656565656565656,2018-11-26 04:38:07.853023
167,0.5252525252525253,2018-11-26 04:41:46.645315
168,0.494949494949495,2018-11-26 04:42:04.851987
169,0.494949494949495,2018-11-26 04:43:17.853023
170,0.6767676767676768,2018-11-26 04:52:01.950828
171,0.6767676767676768,2018-11-26 04:42:37.072463
172,0.7272727272727273,2018-11-26 04:52:35.926744
173,0.7272727272727273,2018-11-26 04:48:17.587393
174,0.7272727272727273,2018-11-26 04:53:16.645315
175,0.7272727272727273,2018-11-26 04:51:32.851987
176,0.6565656565656566,2018-11-26 04:53:29.405753
177,0.3838383838383838,2018-11-26 05:01:12.845063
178,0.36363636363636365,2018-11-26 05:05:55.810173
179,0.36363636363636365,2018-11-26 05:09:30.645315
180,0.36363636363636365,2018-11-26 05:11:48.810173
181,0.36363636363636365,2018-11-26 05:11:03.587393
182,0.36363636363636365,2018-11-26 05:13:26.072463
183,0.36363636363636365,2018-11-26 05:22:35.645315
184,0.36363636363636365,2018-11-26 05:13:04.405753
185,0.36363636363636365,2018-11-26 05:21:33.845063
186,0.36363636363636365,2018-11-26 05:16:23.853023
187,0.36363636363636365,2018-11-26 05:28:33.851987
188,0.36363636363636365,2018-11-26 05:27:05.405753
189,0.43434343434343436,2018-11-26 05:33:49.587393
190,0.43434343434343436,2018-11-26 05:39:09.853023
191,0.5050505050505051,2018-11-26 05:41:08.645315
192,0.5050505050505051,2018-11-26 05:44:02.405753
