timestamp,percent_coverage,total_delay,count_pending
2018-11-28 19:07:45.391586,0.8888888888888888,0 days 00:00:00.000000000,0
2018-11-28 19:15:58.391586,0.8888888888888888,0 days 00:00:00.000000000,0
2018-11-28 19:30:11.505486,0.7272727272727273,0 days 00:00:00.000000000,0
2018-11-28 19:33:58.391586,0.7272727272727273,0 days 00:00:00.000000000,0
2018-11-28 19:38:39.505486,0.7272727272727273,0 days 00:00:00.000000000,0
2018-11-28 19:39:56.391586,0.7272727272727273,0 days 00:00:00.000000000,0
2018-11-28 19:46:45.505486,0.7272727272727273,0 days 00:00:00.000000000,0
2018-11-28 19:54:11.505486,0.7272727272727273,0 days 00:00:00.000000000,0
2018-11-28 20:04:44.391586,0.7272727272727273,0 days 00:00:00.000000000,0
2018-11-28 20:10:47.391586,0.7272727272727273,0 days 00:00:00.000000000,0
2018-11-28 20:13:56.486214,0.6363636363636364,0 days 00:00:00.000000000,0
2018-11-28 20:18:59.505486,0.6363636363636364,0 days 00:00:00.000000000,0
2018-11-28 20:23:02.486214,0.6363636363636364,0 days 00:00:00.000000000,0
2018-11-28 20:32:15.615975,0.5757575757575758,0 days 00:00:00.000000000,0
2018-11-28 20:33:41.486214,0.5757575757575758,0 days 00:00:00.000000000,0
2018-11-28 20:35:27.505486,0.7373737373737373,0 days 00:00:00.000000000,0
2018-11-28 20:36:10.730441,0.7373737373737373,0 days 00:00:00.000000000,0
2018-11-28 20:42:49.176867,0.5454545454545454,0 days 00:00:00.000000000,0
2018-11-28 20:43:17.730441,0.5454545454545454,0 days 00:00:00.000000000,0
2018-11-28 20:43:32.486214,0.5454545454545454,0 days 00:00:00.000000000,0
2018-11-28 20:48:01.853548,0.32323232323232326,0 days 00:00:00.000000000,0
2018-11-28 20:49:44.730441,0.32323232323232326,0 days 00:00:00.000000000,0
2018-11-28 20:47:48.176867,0.32323232323232326,0 days 00:00:00.000000000,0
2018-11-28 20:51:22.615975,0.32323232323232326,0 days 00:00:00.000000000,0
2018-11-28 20:48:29.486214,0.32323232323232326,0 days 00:00:00.000000000,0
2018-11-28 21:02:25.086050,0.25252525252525254,0 days 00:00:00.000000000,0
2018-11-28 21:03:10.000805,0.18181818181818182,0 days 00:00:00.000000000,0
2018-11-28 21:05:01.615975,0.18181818181818182,0 days 00:00:00.000000000,0
2018-11-28 20:56:59.730441,0.18181818181818182,0 days 00:00:00.000000000,0
2018-11-28 21:01:56.730441,0.18181818181818182,0 days 00:00:00.000000000,0
2018-11-28 21:06:06.853548,0.18181818181818182,0 days 00:00:00.000000000,0
2018-11-28 21:02:54.176867,0.18181818181818182,0 days 00:00:00.000000000,0
2018-11-28 21:06:53.730441,0.46464646464646464,0 days 00:00:00.000000000,0
2018-11-28 21:11:09.014027,0.18181818181818182,0 days 00:00:00.000000000,0
2018-11-28 21:11:23.853548,0.18181818181818182,0 days 00:00:00.000000000,0
2018-11-28 21:12:37.372634,0.0,0 days 00:00:00.000000000,0
2018-11-28 21:16:50.615975,0.0,0 days 00:00:00.000000000,0
2018-11-28 21:13:07.486214,0.12121212121212122,0 days 00:00:00.000000000,0
2018-11-28 21:12:13.086050,0.12121212121212122,0 days 00:00:00.000000000,0
2018-11-28 21:15:54.086050,0.12121212121212122,0 days 00:00:00.000000000,0
2018-11-28 21:19:13.176867,0.12121212121212122,0 days 00:00:00.000000000,0
2018-11-28 21:26:36.372634,0.12121212121212122,0 days 00:00:00.000000000,0
2018-11-28 21:22:29.853548,0.12121212121212122,0 days 00:00:00.000000000,0
2018-11-28 21:31:43.000805,0.12121212121212122,0 days 00:00:00.000000000,0
2018-11-28 21:21:47.615975,0.12121212121212122,0 days 00:00:00.000000000,0
2018-11-28 21:22:06.014027,0.12121212121212122,0 days 00:00:00.000000000,0
2018-11-28 21:24:31.014027,0.12121212121212122,0 days 00:00:00.000000000,0
2018-11-28 21:38:56.615975,0.1919191919191919,0 days 00:00:00.000000000,0
2018-11-28 21:26:31.086050,0.1919191919191919,0 days 00:00:00.000000000,0
2018-11-28 21:27:26.853548,0.1919191919191919,0 days 00:00:00.000000000,0
2018-11-28 21:45:27.853548,0.46464646464646464,0 days 00:00:00.000000000,0
2018-11-28 21:44:01.176867,0.46464646464646464,0 days 00:00:00.000000000,0
2018-11-28 22:05:50.000805,0.46464646464646464,0 days 00:00:00.000000000,0
2018-11-28 21:36:35.014027,0.46464646464646464,0 days 00:00:00.000000000,0
2018-11-28 21:41:32.014027,0.46464646464646464,0 days 00:00:00.000000000,0
2018-11-28 21:46:29.014027,0.6464646464646465,0 days 00:00:00.000000000,0
2018-11-28 21:51:19.086050,0.6464646464646465,0 days 00:00:00.000000000,0
2018-11-28 22:19:56.000805,0.6464646464646465,0 days 00:00:00.000000000,0
2018-11-28 21:48:40.372634,0.6464646464646465,0 days 00:00:00.000000000,0
2018-11-28 21:50:04.176867,0.6464646464646465,0 days 00:00:00.000000000,0
2018-11-28 21:59:56.372634,0.6464646464646465,0 days 00:00:00.000000000,0
2018-11-28 22:04:53.372634,0.6464646464646465,0 days 00:00:00.000000000,0
2018-11-28 22:19:32.086050,0.6868686868686869,0 days 00:00:00.000000000,0
2018-11-28 22:24:53.000805,0.6868686868686869,0 days 00:00:00.000000000,0
2018-11-28 22:26:26.372634,0.8484848484848485,0 days 00:00:00.000000000,0
2018-11-28 22:28:28.370288,0.7575757575757576,0 days 00:00:00.000000000,0
2018-11-28 22:36:28.370288,0.7575757575757576,0 days 00:00:00.000000000,0
2018-11-28 22:40:55.000805,0.797979797979798,0 days 00:00:00.000000000,0
2018-11-28 23:03:00.817635,0.797979797979798,0 days 00:00:00.000000000,0
2018-11-28 23:12:12.817635,0.797979797979798,0 days 00:00:00.000000000,0
2018-11-28 23:13:54.420257,0.6363636363636364,0 days 00:00:00.000000000,0
2018-11-28 23:16:14.370288,0.6363636363636364,0 days 00:00:00.000000000,0
2018-11-28 23:25:33.370288,0.6363636363636364,0 days 00:00:00.000000000,0
2018-11-28 23:22:55.420257,0.6363636363636364,0 days 00:00:00.000000000,0
2018-11-28 23:31:48.062813,0.45454545454545453,0 days 00:00:00.000000000,0
2018-11-28 23:35:01.480361,0.3939393939393939,0 days 00:00:00.000000000,0
2018-11-28 23:39:30.810533,0.1414141414141414,0 days 00:00:00.000000000,0
2018-11-28 23:41:35.817635,0.1414141414141414,0 days 00:00:00.000000000,0
2018-11-28 23:45:12.062813,0.1414141414141414,0 days 00:00:00.000000000,0
2018-11-28 23:46:00.420257,0.1414141414141414,0 days 00:00:00.000000000,0
2018-11-28 23:48:54.817635,0.1414141414141414,0 days 00:00:00.000000000,0
2018-11-28 23:48:34.062813,0.1414141414141414,0 days 00:00:00.000000000,0
2018-11-28 23:47:43.810533,0.1414141414141414,0 days 00:00:00.000000000,0
2018-11-28 23:50:21.370288,0.1414141414141414,0 days 00:00:00.000000000,0
2018-11-28 23:51:12.480361,0.1414141414141414,0 days 00:00:00.000000000,0
2018-11-28 23:59:28.420257,0.1414141414141414,0 days 00:00:00.000000000,0
2018-11-29 00:03:24.952941,0.0707070707070707,0 days 00:00:00.000000000,0
2018-11-29 00:04:25.420257,0.0707070707070707,0 days 00:00:00.000000000,0
2018-11-28 23:58:35.062813,0.0707070707070707,0 days 00:00:00.000000000,0
2018-11-29 00:05:30.678704,0.0,0 days 00:00:00.000000000,0
2018-11-29 00:07:20.899065,0.0,0 days 00:00:00.000000000,1
2018-11-29 00:09:36.393909,0.0,0 days 00:02:15.494844000,2
2018-11-29 00:13:42.817635,0.0,0 days 00:10:28.342296000,2
2018-11-29 00:18:53.687709,0.0,0 days 00:20:50.082444000,3
2018-11-29 00:19:58.370288,0.12121212121212122,0 days 00:24:04.130181000,3
2018-11-29 00:19:58.370288,0.0,0 days 00:11:26.658958000,2
2018-11-29 00:18:03.480361,0.0,0 days 00:07:36.879104000,2
2018-11-29 00:05:43.810533,0.0,-1 days +23:42:57.539448000,2
2018-11-29 00:11:41.810533,0.0,-1 days +23:54:53.539448000,2
2018-11-29 00:18:12.952941,0.0,0 days 00:07:55.824264000,2
2018-11-29 00:23:23.062813,0.0,0 days 00:18:16.044008000,2
2018-11-29 00:25:58.420257,0.18181818181818182,0 days 00:23:26.758896000,2
2018-11-29 00:25:58.420257,0.0,0 days 00:07:04.732548000,1
2018-11-29 00:19:45.817635,0.2828282828282828,0 days 00:00:52.129926000,1
2018-11-29 00:19:45.817635,0.0,0 days 00:00:00.000000000,0
2018-11-29 00:34:42.510630,0.0,0 days 00:00:00.000000000,1
2018-11-29 00:35:54.952941,0.0,0 days 00:01:12.442311000,1
2018-11-29 00:24:17.480361,0.0,-1 days +23:49:34.969731000,1
2018-11-29 00:29:14.480361,0.0,-1 days +23:54:31.969731000,1
2018-11-29 00:31:58.678704,0.0,-1 days +23:57:16.168074000,1
2018-11-29 00:45:34.952941,0.0,0 days 00:10:52.442311000,1
2018-11-29 00:36:29.810533,0.0,0 days 00:01:47.299903000,1
2018-11-29 00:44:26.420257,0.0,0 days 00:09:43.909627000,1
2018-11-29 00:42:04.817635,0.0,0 days 00:07:22.307005000,1
2018-11-29 00:48:52.748293,0.0,0 days 00:14:10.237663000,2
2018-11-29 00:50:31.952941,0.0,0 days 00:17:28.646959000,2
2018-11-29 00:39:51.062813,0.2727272727272727,-1 days +23:56:06.866703000,2
2018-11-29 00:39:51.062813,0.0,-1 days +23:50:58.314520000,1
2018-11-29 00:46:23.480361,0.10101010101010101,-1 days +23:57:30.732068000,1
2018-11-29 00:46:23.480361,0.0,0 days 00:00:00.000000000,0
2018-11-29 00:53:33.807083,0.0,0 days 00:00:00.000000000,1
2018-11-29 00:55:53.817635,0.0,0 days 00:02:20.010552000,1
2018-11-29 00:54:32.370288,0.0,0 days 00:00:58.563205000,1
2018-11-29 00:42:32.810533,0.2828282828282828,-1 days +23:48:59.003450000,1
2018-11-29 00:42:32.810533,0.0,0 days 00:00:00.000000000,0
